Orthogroup	Duplications (all)	Duplications (50% support)
OG0004112	22	22
OG0004113	31	31
OG0004114	25	25
OG0004115	26	26
OG0004116	20	17
OG0004117	25	23
OG0004118	21	17
OG0004119	26	26
OG0004120	31	31
OG0004121	14	11
OG0004122	31	31
OG0004123	23	21
OG0004124	25	25
OG0004125	31	31
OG0004126	27	27
OG0004127	21	20
OG0004128	25	25
OG0004129	29	29
OG0004130	26	22
OG0004131	25	25
OG0004132	25	25
OG0004133	27	27
OG0004134	25	24
OG0004135	26	17
OG0004136	31	31
OG0004137	27	20
OG0004138	31	31
OG0004139	18	15
OG0004140	25	23
OG0004141	20	20
OG0004142	23	23
OG0004143	17	15
OG0004144	20	20
OG0004145	30	30
OG0004146	29	29
OG0004147	16	11
OG0004148	19	19
OG0004149	20	20
OG0004150	18	15
OG0004151	30	30
OG0004152	17	13
OG0004153	19	16
OG0004154	26	26
OG0004155	14	12
OG0004156	17	16
OG0004157	17	16
OG0004158	23	23
OG0004159	18	16
OG0004160	12	11
OG0004161	22	20
OG0004162	21	21
OG0004163	19	19
OG0004164	18	18
OG0004165	22	22
OG0004166	23	23
OG0004167	23	23
OG0004168	14	13
OG0004169	17	17
OG0004170	21	21
OG0004171	21	19
OG0004172	18	18
OG0004173	20	20
OG0004174	17	15
OG0004175	21	20
OG0004176	24	24
OG0004177	22	22
OG0004178	22	22
OG0004179	24	24
OG0004180	22	21
OG0004181	20	19
OG0004182	18	17
OG0004183	19	18
OG0004184	22	22
OG0004185	19	19
OG0004186	17	17
OG0004187	16	16
OG0004188	16	15
OG0004189	17	17
OG0004190	21	18
OG0004191	19	16
OG0004192	22	22
OG0004193	18	14
OG0004194	22	22
OG0004195	21	21
OG0004196	22	21
OG0004197	21	21
OG0004198	20	17
OG0004199	13	12
OG0004200	20	18
OG0004201	17	17
OG0004202	18	11
OG0004203	13	13
OG0004204	16	7
OG0004205	22	22
OG0004206	21	19
OG0004207	15	12
OG0004208	15	15
OG0004209	14	13
OG0004210	17	16
OG0004211	14	14
OG0004212	20	19
OG0004213	22	22
OG0004214	21	18
OG0004215	20	20
OG0004216	23	22
OG0004217	23	23
OG0004218	18	15
OG0004219	19	14
OG0004220	20	18
OG0004221	17	14
OG0004222	16	14
OG0004223	17	16
OG0004224	22	22
OG0004225	20	14
OG0004226	21	20
OG0004227	22	22
OG0004228	24	24
OG0004229	22	22
OG0004230	21	21
OG0004231	20	18
OG0004232	25	25
OG0004233	20	17
OG0004234	20	19
OG0004235	22	22
OG0004236	22	16
OG0004237	13	10
OG0004238	19	17
OG0004239	21	18
OG0004240	22	22
OG0004241	21	21
OG0004242	15	14
OG0004243	17	17
OG0004244	17	17
OG0004245	22	18
OG0004246	21	19
OG0004247	21	21
OG0004248	24	24
OG0004249	20	17
OG0004250	21	21
OG0004251	16	12
OG0004252	18	14
OG0004253	22	22
OG0004254	20	20
OG0004255	22	22
OG0004256	21	19
OG0004257	20	18
OG0004258	19	19
OG0004259	16	16
OG0004260	18	16
OG0004261	22	22
OG0004262	24	24
OG0004263	24	24
OG0004264	24	24
OG0004265	23	22
OG0004266	20	20
OG0004267	23	21
OG0004268	20	19
OG0004269	24	24
OG0004270	24	24
OG0004271	21	21
OG0004272	23	22
OG0004273	22	22
OG0004274	16	13
OG0004275	22	20
OG0004276	23	23
OG0004277	13	7
OG0004278	18	18
OG0004279	23	23
OG0004280	20	16
OG0004281	19	17
OG0004282	24	24
OG0004283	21	20
OG0004284	23	23
OG0004285	23	23
OG0004286	24	24
OG0004287	23	23
OG0004288	19	19
OG0004289	17	16
OG0004290	24	24
OG0004291	22	21
OG0004292	22	22
OG0004293	22	22
OG0004294	20	13
OG0004295	19	18
OG0004296	20	19
OG0004297	23	23
OG0004298	25	25
OG0004299	23	23
OG0004300	26	26
OG0004301	21	20
OG0004302	24	24
OG0004303	22	22
OG0004304	21	21
OG0004305	24	24
OG0004306	24	24
OG0004307	20	20
OG0004308	18	18
OG0004309	22	21
OG0004310	23	21
OG0004311	23	23
OG0004312	28	28
OG0004313	19	19
OG0004314	23	20
OG0004315	24	24
OG0004316	24	24
OG0004317	19	19
OG0004318	22	22
OG0004319	23	23
OG0004320	23	23
OG0004321	24	24
OG0004322	24	24
OG0004323	20	20
OG0004324	21	21
OG0004325	18	17
OG0004326	21	21
OG0004327	20	12
OG0004328	21	14
OG0004329	24	24
OG0004330	21	20
OG0004331	30	30
OG0004332	25	25
OG0004333	26	26
OG0004334	21	15
OG0004335	23	23
OG0004336	25	25
OG0004337	23	23
OG0004338	24	20
OG0004339	30	30
OG0004340	18	11
OG0004341	24	24
OG0004342	26	26
OG0004343	30	30
OG0004344	23	23
OG0004345	24	24
OG0004346	30	30
OG0004347	24	24
OG0004348	26	26
OG0004349	26	26
OG0004350	26	24
OG0004351	27	26
OG0004352	30	30
OG0004353	27	27
OG0004354	20	18
OG0004355	21	18
OG0004356	25	25
OG0004357	28	28
OG0004358	22	22
OG0004359	26	26
OG0004360	27	27
OG0004361	18	18
OG0004362	23	20
OG0004363	25	25
OG0004364	29	29
OG0004365	30	30
OG0004366	30	30
OG0004367	30	30
OG0004368	22	22
OG0004369	29	29
OG0004370	19	16
OG0004371	24	23
OG0004372	21	21
OG0004373	15	11
OG0004374	22	22
OG0004375	17	16
OG0004376	29	29
OG0004377	18	18
OG0004378	20	18
OG0004379	16	16
OG0004380	14	14
OG0004381	27	27
OG0004382	20	19
OG0004383	17	14
OG0004384	16	16
OG0004385	16	16
OG0004386	24	24
OG0004387	5	5
OG0004388	19	19
OG0004389	21	19
OG0004390	19	17
OG0004391	21	21
OG0004392	20	17
OG0004393	19	19
OG0004394	20	20
OG0004395	17	16
OG0004396	9	5
OG0004397	22	22
OG0004398	18	15
OG0004399	20	18
OG0004400	20	20
OG0004401	21	20
OG0004402	13	13
OG0004403	20	20
OG0004404	21	20
OG0004405	20	20
OG0004406	23	23
OG0004407	17	16
OG0004408	21	21
OG0004409	22	22
OG0004410	20	18
OG0004411	20	20
OG0004412	19	19
OG0004413	20	19
OG0004414	20	19
OG0004415	22	22
OG0004416	20	20
OG0004417	18	16
OG0004418	10	7
OG0004419	18	15
OG0004420	22	21
OG0004421	19	18
OG0004422	19	18
OG0004423	11	11
OG0004424	17	16
OG0004425	19	16
OG0004426	21	19
OG0004427	8	8
OG0004428	20	19
OG0004429	16	15
OG0004430	22	22
OG0004431	13	7
OG0004432	21	20
OG0004433	20	16
OG0004434	20	19
OG0004435	11	9
OG0004436	7	6
OG0004437	17	17
OG0004438	18	18
OG0004439	20	19
OG0004440	21	21
OG0004441	19	19
OG0004442	17	17
OG0004443	18	17
OG0004444	20	19
OG0004445	20	19
OG0004446	20	19
OG0004447	17	16
OG0004448	13	9
OG0004449	20	18
OG0004450	16	14
OG0004451	21	16
OG0004452	22	22
OG0004453	22	22
OG0004454	19	17
OG0004455	21	20
OG0004456	16	15
OG0004457	19	19
OG0004458	16	16
OG0004459	20	18
OG0004460	22	20
OG0004461	15	9
OG0004462	20	17
OG0004463	17	16
OG0004464	17	17
OG0004465	21	20
OG0004466	17	17
OG0004467	19	19
OG0004468	20	19
OG0004469	17	17
OG0004470	25	25
OG0004471	21	21
OG0004472	20	19
OG0004473	19	19
OG0004474	11	11
OG0004475	15	15
OG0004476	22	22
OG0004477	15	15
OG0004478	18	17
OG0004479	19	19
OG0004480	20	19
OG0004481	17	15
OG0004482	20	19
OG0004483	20	20
OG0004484	17	16
OG0004485	18	17
OG0004486	17	16
OG0004487	20	20
OG0004488	24	24
OG0004489	17	16
OG0004490	21	19
OG0004491	20	20
OG0004492	22	22
OG0004493	15	11
OG0004494	19	19
OG0004495	20	20
OG0004496	14	14
OG0004497	23	23
OG0004498	17	13
OG0004499	20	20
OG0004500	21	21
OG0004501	22	21
OG0004502	21	21
OG0004503	15	14
OG0004504	22	22
OG0004505	20	20
OG0004506	20	19
OG0004507	16	16
OG0004508	21	21
OG0004509	19	17
OG0004510	20	20
OG0004511	22	21
OG0004512	19	18
OG0004513	21	21
OG0004514	22	22
OG0004515	23	23
OG0004516	21	21
OG0004517	18	16
OG0004518	18	17
OG0004519	18	18
OG0004520	16	15
OG0004521	19	17
OG0004522	23	23
OG0004523	23	23
OG0004524	19	19
OG0004525	22	21
OG0004526	18	17
OG0004527	23	23
OG0004528	19	19
OG0004529	19	17
OG0004530	18	17
OG0004531	22	22
OG0004532	21	21
OG0004533	23	23
OG0004534	27	27
OG0004535	17	15
OG0004536	21	21
OG0004537	18	17
OG0004538	21	21
OG0004539	21	19
OG0004540	21	21
OG0004541	23	23
OG0004542	23	23
OG0004543	23	23
OG0004544	20	19
OG0004545	18	17
OG0004546	17	17
OG0004547	23	23
OG0004548	22	22
OG0004549	21	21
OG0004550	16	16
OG0004551	22	20
OG0004552	22	22
OG0004553	22	22
OG0004554	24	24
OG0004555	22	22
OG0004556	20	20
OG0004557	20	18
OG0004558	20	20
OG0004559	22	22
OG0004560	22	22
OG0004561	21	20
OG0004562	23	22
OG0004563	18	17
OG0004564	18	17
OG0004565	19	19
OG0004566	19	17
OG0004567	23	23
OG0004568	17	16
OG0004569	29	29
OG0004570	29	29
OG0004571	23	23
OG0004572	29	29
OG0004573	23	23
OG0004574	29	29
OG0004575	21	14
OG0004576	19	19
OG0004577	17	15
OG0004578	22	22
OG0004579	18	15
OG0004580	29	29
OG0004581	29	29
OG0004582	22	21
OG0004583	29	29
OG0004584	25	25
OG0004585	22	22
OG0004586	21	17
OG0004587	22	22
OG0004588	16	16
OG0004589	29	29
OG0004590	24	24
OG0004591	21	19
OG0004592	22	22
OG0004593	26	26
OG0004594	25	25
OG0004595	22	17
OG0004596	25	25
OG0004597	26	26
OG0004598	21	21
OG0004599	23	16
OG0004600	23	22
OG0004601	25	25
OG0004602	26	26
OG0004603	26	26
OG0004604	25	25
OG0004605	29	29
OG0004606	29	29
OG0004607	29	29
OG0004608	19	18
OG0004609	20	20
OG0004610	13	13
OG0004611	28	28
OG0004612	12	11
OG0004613	20	20
OG0004614	13	11
OG0004615	17	16
OG0004616	20	20
OG0004617	26	26
OG0004618	18	16
OG0004619	20	20
OG0004620	18	17
OG0004621	17	17
OG0004622	20	19
OG0004623	14	14
OG0004624	20	20
OG0004625	21	21
OG0004626	21	21
OG0004627	13	13
OG0004628	21	21
OG0004629	28	28
OG0004630	21	21
OG0004631	21	21
OG0004632	20	20
OG0004633	20	20
OG0004634	21	21
OG0004635	19	18
OG0004636	19	19
OG0004637	12	12
OG0004638	17	17
OG0004639	18	18
OG0004640	14	13
OG0004641	16	16
OG0004642	20	20
OG0004643	20	20
OG0004644	17	15
OG0004645	17	17
OG0004646	16	15
OG0004647	16	16
OG0004648	20	20
OG0004649	14	14
OG0004650	19	19
OG0004651	14	14
OG0004652	18	17
OG0004653	18	16
OG0004654	21	20
OG0004655	20	20
OG0004656	17	16
OG0004657	10	10
OG0004658	17	15
OG0004659	15	15
OG0004660	16	16
OG0004661	19	19
OG0004662	13	11
OG0004663	21	20
OG0004664	18	18
OG0004665	18	15
OG0004666	16	16
OG0004667	21	20
OG0004668	19	19
OG0004669	20	20
OG0004670	18	17
OG0004671	20	20
OG0004672	21	20
OG0004673	20	20
OG0004674	21	21
OG0004675	18	17
OG0004676	20	17
OG0004677	20	20
OG0004678	22	18
OG0004679	21	13
OG0004680	22	22
OG0004681	19	19
OG0004682	20	18
OG0004683	17	17
OG0004684	16	16
OG0004685	20	20
OG0004686	21	21
OG0004687	18	18
OG0004688	20	19
OG0004689	14	14
OG0004690	21	20
OG0004691	14	14
OG0004692	19	19
OG0004693	17	17
OG0004694	19	19
OG0004695	20	20
OG0004696	19	19
OG0004697	19	17
OG0004698	18	18
OG0004699	18	14
OG0004700	18	18
OG0004701	20	19
OG0004702	19	19
OG0004703	20	19
OG0004704	12	12
OG0004705	21	21
OG0004706	19	19
OG0004707	14	12
OG0004708	19	18
OG0004709	15	12
OG0004710	21	21
OG0004711	21	21
OG0004712	10	9
OG0004713	17	17
OG0004714	17	17
OG0004715	15	15
OG0004716	10	8
OG0004717	17	15
OG0004718	19	19
OG0004719	21	17
OG0004720	18	18
OG0004721	21	21
OG0004722	10	10
OG0004723	17	15
OG0004724	21	21
OG0004725	19	19
OG0004726	21	21
OG0004727	21	21
OG0004728	20	16
OG0004729	23	23
OG0004730	15	15
OG0004731	11	11
OG0004732	21	21
OG0004733	8	7
OG0004734	9	7
OG0004735	18	18
OG0004736	17	17
OG0004737	13	9
OG0004738	20	20
OG0004739	19	19
OG0004740	18	18
OG0004741	19	18
OG0004742	21	18
OG0004743	18	18
OG0004744	15	11
OG0004745	18	18
OG0004746	18	18
OG0004747	17	17
OG0004748	16	16
OG0004749	20	20
OG0004750	17	16
OG0004751	20	20
OG0004752	18	18
OG0004753	19	18
OG0004754	21	17
OG0004755	22	22
OG0004756	13	12
OG0004757	20	20
OG0004758	21	21
OG0004759	21	21
OG0004760	19	19
OG0004761	14	13
OG0004762	22	21
OG0004763	21	21
OG0004764	18	14
OG0004765	20	20
OG0004766	18	18
OG0004767	18	18
OG0004768	21	19
OG0004769	18	18
OG0004770	21	17
OG0004771	28	28
OG0004772	22	22
OG0004773	24	24
OG0004774	21	18
OG0004775	19	19
OG0004776	20	16
OG0004777	17	16
OG0004778	17	17
OG0004779	21	21
OG0004780	19	19
OG0004781	17	15
OG0004782	19	19
OG0004783	22	22
OG0004784	13	13
OG0004785	22	22
OG0004786	20	19
OG0004787	18	12
OG0004788	17	17
OG0004789	19	19
OG0004790	17	15
OG0004791	16	15
OG0004792	18	17
OG0004793	16	16
OG0004794	19	18
OG0004795	17	17
OG0004796	19	16
OG0004797	21	21
OG0004798	20	20
OG0004799	22	22
OG0004800	18	18
OG0004801	19	19
OG0004802	19	19
OG0004803	20	20
OG0004804	20	19
OG0004805	22	22
OG0004806	20	19
OG0004807	19	19
OG0004808	17	17
OG0004809	22	21
OG0004810	14	14
OG0004811	21	18
OG0004812	15	14
OG0004813	21	21
OG0004814	22	22
OG0004815	19	15
OG0004816	20	20
OG0004817	22	22
OG0004818	19	19
OG0004819	21	20
OG0004820	21	21
OG0004821	22	22
OG0004822	22	22
OG0004823	20	20
OG0004824	21	21
OG0004825	23	23
OG0004826	12	10
OG0004827	21	21
OG0004828	16	16
OG0004829	23	22
OG0004830	19	19
OG0004831	18	18
OG0004832	21	21
OG0004833	20	20
OG0004834	16	14
OG0004835	18	18
OG0004836	17	16
OG0004837	22	22
OG0004838	16	11
OG0004839	22	22
OG0004840	18	18
OG0004841	16	13
OG0004842	20	20
OG0004843	21	21
OG0004844	22	22
OG0004845	17	14
OG0004846	22	22
OG0004847	23	23
OG0004848	23	23
OG0004849	22	22
OG0004850	23	23
OG0004851	19	19
OG0004852	23	23
OG0004853	21	21
OG0004854	20	19
OG0004855	19	19
OG0004856	19	19
OG0004857	22	19
OG0004858	20	18
OG0004859	18	11
OG0004860	25	25
OG0004861	19	17
OG0004862	26	26
OG0004863	24	24
OG0004864	25	25
OG0004865	21	21
OG0004866	25	25
OG0004867	24	24
OG0004868	25	25
OG0004869	23	23
OG0004870	25	25
OG0004871	24	24
OG0004872	24	24
OG0004873	20	20
OG0004874	21	18
OG0004875	26	26
OG0004876	28	28
OG0004877	28	28
OG0004878	13	13
OG0004879	27	27
OG0004880	10	7
OG0004881	16	14
OG0004882	20	20
OG0004883	15	13
OG0004884	18	18
OG0004885	10	5
OG0004886	17	15
OG0004887	14	14
OG0004888	27	27
OG0004889	19	19
OG0004890	14	14
OG0004891	19	19
OG0004892	16	15
OG0004893	19	19
OG0004894	20	20
OG0004895	19	15
OG0004896	17	17
OG0004897	27	27
OG0004898	19	17
OG0004899	17	17
OG0004900	18	17
OG0004901	20	20
OG0004902	16	13
OG0004903	17	17
OG0004904	13	12
OG0004905	18	18
OG0004906	19	19
OG0004907	12	12
OG0004908	17	17
OG0004909	15	12
OG0004910	13	10
OG0004911	19	18
OG0004912	18	18
OG0004913	12	12
OG0004914	8	7
OG0004915	16	16
OG0004916	18	16
OG0004917	15	12
OG0004918	11	11
OG0004919	16	16
OG0004920	17	16
OG0004921	18	18
OG0004922	18	18
OG0004923	15	13
OG0004924	15	13
OG0004925	20	20
OG0004926	14	13
OG0004927	20	20
OG0004928	19	19
OG0004929	19	19
OG0004930	18	18
OG0004931	17	16
OG0004932	14	12
OG0004933	14	12
OG0004934	18	18
OG0004935	18	17
OG0004936	10	10
OG0004937	17	16
OG0004938	21	21
OG0004939	20	20
OG0004940	20	20
OG0004941	17	13
OG0004942	17	17
OG0004943	20	20
OG0004944	17	15
OG0004945	20	20
OG0004946	21	21
OG0004947	16	16
OG0004948	14	14
OG0004949	18	18
OG0004950	19	18
OG0004951	16	16
OG0004952	9	9
OG0004953	22	22
OG0004954	16	12
OG0004955	15	15
OG0004956	11	7
OG0004957	11	8
OG0004958	19	18
OG0004959	20	20
OG0004960	19	19
OG0004961	16	16
OG0004962	22	22
OG0004963	15	15
OG0004964	19	18
OG0004965	16	15
OG0004966	12	12
OG0004967	18	18
OG0004968	19	18
OG0004969	9	8
OG0004970	19	19
OG0004971	17	16
OG0004972	16	12
OG0004973	15	15
OG0004974	13	11
OG0004975	19	19
OG0004976	20	20
OG0004977	17	17
OG0004978	18	18
OG0004979	14	14
OG0004980	17	14
OG0004981	17	15
OG0004982	15	15
OG0004983	18	17
OG0004984	18	18
OG0004985	13	12
OG0004986	17	17
OG0004987	14	14
OG0004988	19	19
OG0004989	15	11
OG0004990	16	16
OG0004991	15	14
OG0004992	18	17
OG0004993	15	15
OG0004994	17	17
OG0004995	17	15
OG0004996	15	10
OG0004997	18	18
OG0004998	12	12
OG0004999	20	20
OG0005000	19	16
OG0005001	20	20
OG0005002	15	15
OG0005003	17	15
OG0005004	15	12
OG0005005	19	19
OG0005006	19	19
OG0005007	19	19
OG0005008	19	18
OG0005009	17	15
OG0005010	12	9
OG0005011	19	17
OG0005012	17	15
OG0005013	17	17
OG0005014	16	16
OG0005015	18	17
OG0005016	19	19
OG0005017	18	18
OG0005018	14	14
OG0005019	20	20
OG0005020	17	15
OG0005021	20	20
OG0005022	14	14
OG0005023	19	17
OG0005024	18	18
OG0005025	16	16
OG0005026	20	20
OG0005027	17	16
OG0005028	17	16
OG0005029	15	15
OG0005030	18	18
OG0005031	21	21
OG0005032	22	22
OG0005033	20	20
OG0005034	14	13
OG0005035	12	12
OG0005036	20	20
OG0005037	15	14
OG0005038	19	18
OG0005039	18	17
OG0005040	19	19
OG0005041	20	20
OG0005042	18	18
OG0005043	12	11
OG0005044	20	20
OG0005045	19	17
OG0005046	20	20
OG0005047	19	19
OG0005048	21	21
OG0005049	21	21
OG0005050	17	17
OG0005051	18	17
OG0005052	21	21
OG0005053	21	21
OG0005054	14	14
OG0005055	22	22
OG0005056	19	19
OG0005057	20	20
OG0005058	12	11
OG0005059	22	22
OG0005060	19	19
OG0005061	18	18
OG0005062	17	14
OG0005063	20	20
OG0005064	20	20
OG0005065	15	8
OG0005066	16	16
OG0005067	15	6
OG0005068	20	20
OG0005069	21	21
OG0005070	21	21
OG0005071	20	20
OG0005072	21	21
OG0005073	19	14
OG0005074	21	21
OG0005075	18	17
OG0005076	18	17
OG0005077	19	17
OG0005078	22	22
OG0005079	21	21
OG0005080	19	19
OG0005081	19	16
OG0005082	18	18
OG0005083	18	18
OG0005084	18	18
OG0005085	15	11
OG0005086	16	16
OG0005087	18	15
OG0005088	18	18
OG0005089	20	20
OG0005090	20	20
OG0005091	17	17
OG0005092	18	17
OG0005093	22	22
OG0005094	22	22
OG0005095	17	15
OG0005096	20	19
OG0005097	20	19
OG0005098	22	22
OG0005099	13	11
OG0005100	15	14
OG0005101	18	18
OG0005102	20	19
OG0005103	23	23
OG0005104	20	20
OG0005105	19	19
OG0005106	20	20
OG0005107	21	21
OG0005108	27	27
OG0005109	23	23
OG0005110	23	23
OG0005111	27	27
OG0005112	20	16
OG0005113	19	18
OG0005114	17	17
OG0005115	22	22
OG0005116	21	21
OG0005117	21	20
OG0005118	21	20
OG0005119	24	24
OG0005120	14	14
OG0005121	18	18
OG0005122	21	17
OG0005123	22	22
OG0005124	22	22
OG0005125	21	21
OG0005126	19	19
OG0005127	21	21
OG0005128	23	23
OG0005129	23	22
OG0005130	24	24
OG0005131	23	23
OG0005132	21	21
OG0005133	24	24
OG0005134	24	24
OG0005135	24	24
OG0005136	27	27
OG0005137	27	27
OG0005138	27	27
OG0005139	27	27
OG0005140	27	27
OG0005141	15	15
OG0005142	17	17
OG0005143	16	14
OG0005144	16	15
OG0005145	15	11
OG0005146	18	18
OG0005147	17	17
OG0005148	24	24
OG0005149	19	19
OG0005150	17	17
OG0005151	19	19
OG0005152	19	19
OG0005153	18	17
OG0005154	22	21
OG0005155	19	19
OG0005156	26	26
OG0005157	19	19
OG0005158	15	11
OG0005159	18	18
OG0005160	21	21
OG0005161	25	25
OG0005162	16	16
OG0005163	14	14
OG0005164	16	15
OG0005165	13	12
OG0005166	18	13
OG0005167	14	11
OG0005168	18	18
OG0005169	17	16
OG0005170	12	11
OG0005171	13	13
OG0005172	17	17
OG0005173	17	16
OG0005174	17	17
OG0005175	18	18
OG0005176	17	17
OG0005177	19	18
OG0005178	12	12
OG0005179	15	15
OG0005180	19	19
OG0005181	17	14
OG0005182	21	21
OG0005183	16	15
OG0005184	15	15
OG0005185	8	7
OG0005186	15	15
OG0005187	16	15
OG0005188	19	19
OG0005189	17	17
OG0005190	16	16
OG0005191	18	18
OG0005192	19	19
OG0005193	6	5
OG0005194	18	18
OG0005195	16	16
OG0005196	15	15
OG0005197	18	18
OG0005198	13	11
OG0005199	14	12
OG0005200	16	14
OG0005201	16	15
OG0005202	19	18
OG0005203	15	15
OG0005204	17	17
OG0005205	17	17
OG0005206	13	13
OG0005207	9	9
OG0005208	16	16
OG0005209	10	9
OG0005210	16	12
OG0005211	20	20
OG0005212	20	20
OG0005213	17	14
OG0005214	19	19
OG0005215	16	15
OG0005216	11	10
OG0005217	17	17
OG0005218	11	8
OG0005219	21	21
OG0005220	10	9
OG0005221	11	11
OG0005222	18	17
OG0005223	7	6
OG0005224	16	8
OG0005225	18	18
OG0005226	18	12
OG0005227	17	13
OG0005228	17	16
OG0005229	16	16
OG0005230	16	15
OG0005231	18	18
OG0005232	19	19
OG0005233	16	12
OG0005234	19	19
OG0005235	18	17
OG0005236	17	17
OG0005237	12	12
OG0005238	16	13
OG0005239	14	12
OG0005240	17	17
OG0005241	17	12
OG0005242	12	10
OG0005243	13	12
OG0005244	16	11
OG0005245	18	18
OG0005246	19	17
OG0005247	15	13
OG0005248	17	17
OG0005249	16	16
OG0005250	19	19
OG0005251	15	15
OG0005252	19	15
OG0005253	19	19
OG0005254	18	17
OG0005255	15	15
OG0005256	14	14
OG0005257	12	12
OG0005258	13	11
OG0005259	10	9
OG0005260	17	17
OG0005261	17	17
OG0005262	18	18
OG0005263	17	16
OG0005264	16	15
OG0005265	10	10
OG0005266	16	15
OG0005267	14	12
OG0005268	16	16
OG0005269	17	17
OG0005270	17	16
OG0005271	20	20
OG0005272	15	15
OG0005273	16	16
OG0005274	15	15
OG0005275	17	16
OG0005276	19	19
OG0005277	13	13
OG0005278	13	11
OG0005279	10	10
OG0005280	16	16
OG0005281	15	12
OG0005282	16	16
OG0005283	16	16
OG0005284	18	18
OG0005285	18	18
OG0005286	19	18
OG0005287	20	14
OG0005288	15	15
OG0005289	18	17
OG0005290	15	15
OG0005291	20	20
OG0005292	16	15
OG0005293	19	19
OG0005294	18	18
OG0005295	20	20
OG0005296	19	19
OG0005297	20	20
OG0005298	19	19
OG0005299	18	16
OG0005300	17	17
OG0005301	17	17
OG0005302	20	20
OG0005303	17	17
OG0005304	19	19
OG0005305	16	15
OG0005306	20	20
OG0005307	16	16
OG0005308	19	18
OG0005309	19	17
OG0005310	17	17
OG0005311	20	20
OG0005312	18	16
OG0005313	19	16
OG0005314	18	17
OG0005315	19	19
OG0005316	20	20
OG0005317	17	17
OG0005318	19	19
OG0005319	17	14
OG0005320	21	19
OG0005321	14	14
OG0005322	20	20
OG0005323	20	20
OG0005324	20	20
OG0005325	13	13
OG0005326	20	20
OG0005327	19	18
OG0005328	16	15
OG0005329	14	14
OG0005330	18	18
OG0005331	18	17
OG0005332	14	11
OG0005333	20	15
OG0005334	19	19
OG0005335	15	11
OG0005336	21	21
OG0005337	13	10
OG0005338	14	10
OG0005339	16	15
OG0005340	16	15
OG0005341	18	17
OG0005342	19	19
OG0005343	20	20
OG0005344	19	19
OG0005345	18	15
OG0005346	16	16
OG0005347	17	17
OG0005348	18	18
OG0005349	19	19
OG0005350	15	13
OG0005351	16	15
OG0005352	21	21
OG0005353	20	20
OG0005354	26	26
OG0005355	26	26
OG0005356	19	19
OG0005357	15	15
OG0005358	21	20
OG0005359	21	21
OG0005360	20	13
OG0005361	25	25
OG0005362	20	20
OG0005363	22	22
OG0005364	21	21
OG0005365	22	22
OG0005366	20	20
OG0005367	26	26
OG0005368	21	21
OG0005369	20	20
OG0005370	20	19
OG0005371	22	22
OG0005372	19	17
OG0005373	22	22
OG0005374	20	13
OG0005375	22	22
OG0005376	24	24
OG0005377	19	17
OG0005378	19	19
OG0005379	20	20
OG0005380	23	23
OG0005381	22	22
OG0005382	24	24
OG0005383	20	20
OG0005384	21	21
OG0005385	20	20
OG0005386	16	16
OG0005387	20	16
OG0005388	19	19
OG0005389	23	23
OG0005390	25	25
OG0005391	26	26
OG0005392	25	25
OG0005393	14	14
OG0005394	13	12
OG0005395	22	22
OG0005396	15	11
OG0005397	21	21
OG0005398	17	16
OG0005399	19	19
OG0005400	23	23
OG0005401	24	24
OG0005402	19	19
OG0005403	12	9
OG0005404	25	25
OG0005405	14	11
OG0005406	17	17
OG0005407	15	15
OG0005408	15	14
OG0005409	25	25
OG0005410	18	18
OG0005411	13	13
OG0005412	17	17
OG0005413	9	9
OG0005414	15	15
OG0005415	15	15
OG0005416	17	16
OG0005417	18	18
OG0005418	18	18
OG0005419	18	18
OG0005420	15	13
OG0005421	15	15
OG0005422	16	15
OG0005423	19	17
OG0005424	25	25
OG0005425	15	15
OG0005426	16	13
OG0005427	17	17
OG0005428	16	15
OG0005429	9	9
OG0005430	15	15
OG0005431	13	10
OG0005432	18	18
OG0005433	14	13
OG0005434	14	13
OG0005435	14	14
OG0005436	18	17
OG0005437	12	12
OG0005438	19	19
OG0005439	18	18
OG0005440	18	18
OG0005441	18	18
OG0005442	18	18
OG0005443	17	16
OG0005444	13	11
OG0005445	15	14
OG0005446	14	14
OG0005447	12	10
OG0005448	15	13
OG0005449	16	16
OG0005450	9	9
OG0005451	15	9
OG0005452	18	18
OG0005453	19	19
OG0005454	14	14
OG0005455	15	15
OG0005456	16	16
OG0005457	14	13
OG0005458	15	15
OG0005459	16	16
OG0005460	16	14
OG0005461	19	19
OG0005462	18	18
OG0005463	15	15
OG0005464	18	18
OG0005465	15	14
OG0005466	10	10
OG0005467	17	17
OG0005468	16	9
OG0005469	15	15
OG0005470	17	17
OG0005471	16	15
OG0005472	13	11
OG0005473	16	16
OG0005474	15	13
OG0005475	9	8
OG0005476	8	6
OG0005477	16	15
OG0005478	16	15
OG0005479	17	17
OG0005480	14	14
OG0005481	15	14
OG0005482	16	16
OG0005483	8	8
OG0005484	16	12
OG0005485	14	10
OG0005486	18	18
OG0005487	16	16
OG0005488	18	18
OG0005489	13	10
OG0005490	17	17
OG0005491	13	13
OG0005492	19	19
OG0005493	13	11
OG0005494	17	16
OG0005495	14	10
OG0005496	18	18
OG0005497	14	14
OG0005498	15	15
OG0005499	18	18
OG0005500	16	16
OG0005501	14	14
OG0005502	18	18
OG0005503	15	15
OG0005504	10	9
OG0005505	11	11
OG0005506	15	14
OG0005507	18	18
OG0005508	18	18
